2.433481379785339183e+00 4.230839153319129764e+02
3.215786949949933415e+00 4.908066573722479120e+02
3.982729883333239407e+00 5.407296086720425592e+02
4.709804154101778551e+00 5.778258029623823404e+02
5.379762905404903428e+00 6.033894928541197942e+02
5.976701677423709391e+00 6.223243782405085085e+02
6.509206516348486460e+00 6.353351891246326204e+02
6.985493685339585035e+00 6.444700306541665213e+02
7.406373532853881336e+00 6.512498408323991725e+02
7.772683670557876567e+00 6.552840268755395527e+02
8.072965622723803136e+00 6.580105222599686385e+02
8.359016512648105746e+00 6.601962804876105793e+02
8.605138270527145750e+00 6.620228864888647422e+02
8.803802359544143030e+00 6.630764505265686921e+02
8.968738295568355667e+00 6.637976300919712003e+02
9.115368943654523548e+00 6.644325585686061686e+02
9.235138485581629197e+00 6.657354870230535653e+02
9.350753057473626839e+00 6.653263250835378813e+02
9.438754451423898573e+00 6.651398326514847668e+02
9.502500111649748504e+00 6.653549697798041507e+02
9.573340510083767185e+00 6.656584275051900477e+02
9.631818015360371632e+00 6.661636737055017647e+02
9.681317846937494309e+00 6.663168052144807234e+02
9.722766707619580728e+00 6.661605797399048470e+02
9.758398567228033116e+00 6.665098051128811676e+02
9.781887430686396101e+00 6.665391225145973522e+02
9.819449974620212629e+00 6.662205968309538093e+02
9.852100565915492325e+00 6.666354362154751243e+02
9.875990152519282361e+00 6.664628694983550758e+02
9.905630336270940361e+00 6.670189943630107337e+02
9.926452436516488120e+00 6.678152335770413401e+02
9.942992362302655707e+00 6.674021158022787858e+02
9.935754190973291600e+00 6.663951467644727700e+02
9.937434469909119272e+00 6.669552987742561072e+02
9.963579901578029308e+00 6.662821005850405527e+02
9.965148839539372361e+00 6.664032160310746349e+02
9.951564248456042705e+00 6.661936420636807270e+02
9.970987082034703519e+00 6.660122167148068684e+02
9.968552267153681257e+00 6.658228655427010381e+02
9.971233984945506279e+00 6.658288139874480294e+02
9.966236266796373755e+00 6.662002248319221280e+02
9.968722010571767100e+00 6.664591990631768113e+02
9.981000705821125862e+00 6.661459601029166606e+02
9.981623678387569143e+00 6.661093156649145612e+02
1.000207316161531246e+01 6.664347520610533593e+02
9.998254585327703836e+00 6.668595835462334662e+02
1.001824726039021485e+01 6.664647543158466760e+02
1.001442706416595918e+01 6.666258281207020673e+02
1.001544129652937620e+01 6.665314158722438833e+02
1.001162378270788977e+01 6.661006883280161901e+02
1.000236045364191817e+01 6.664356950248154590e+02
1.000204170139824633e+01 6.665575448466704529e+02
1.000845681045971070e+01 6.658968999100883366e+02
1.000663166247116820e+01 6.661228875379712235e+02
1.002405048317084102e+01 6.654308175838256147e+02
1.002398448611471515e+01 6.656790707316645239e+02
1.001732604899431145e+01 6.659080229498025574e+02
1.000568121054331883e+01 6.667131125856876679e+02
1.000443952893546751e+01 6.666169949782034791e+02
9.990830919427162726e+00 6.666254939736845699e+02
9.984513272969461894e+00 6.661749877856050261e+02
9.979864302355739625e+00 6.663213964238495919e+02
9.991140295206465183e+00 6.662555437188973428e+02
9.991785742799912384e+00 6.661251794213711719e+02
9.983372742253019183e+00 6.659537527732071567e+02
9.980970642589323205e+00 6.659536336521324529e+02
9.996224097195010927e+00 6.653735321070251985e+02
9.991270941457331745e+00 6.650405820589398900e+02
1.000005589615484425e+01 6.648738458863365395e+02
1.000798849839648241e+01 6.659096607569102844e+02
9.987179768700347182e+00 6.658889196535693600e+02
9.987484118317560444e+00 6.655179481623513311e+02
9.999995619475610553e+00 6.656322602743317702e+02
