1.852621617721015745e+00 3.832340486529701593e+02
2.042342236692361812e+00 3.895038195900107212e+02
2.250746386858835102e+00 3.982660877424113437e+02
2.476320561582326274e+00 4.082014784970010624e+02
2.715167727132734576e+00 4.194089054003919728e+02
2.967379166550200509e+00 4.311561055220205390e+02
3.242206659716365014e+00 4.435849853353907406e+02
3.518302838286500034e+00 4.563146710714988217e+02
3.805443945377071202e+00 4.689772401674637763e+02
4.102412133011920758e+00 4.820298165356011282e+02
4.407321477310360613e+00 4.944999653983477401e+02
4.709749802395160501e+00 5.068949707260092055e+02
5.016530881316425550e+00 5.194785460098170233e+02
5.314338958867412366e+00 5.305646108599609079e+02
5.613891255805127933e+00 5.419987170329421815e+02
5.908654633948002832e+00 5.524788948832905362e+02
6.187231954508497722e+00 5.623135849627533389e+02
6.455158562330492344e+00 5.719501189497256064e+02
6.711159885405386660e+00 5.807672791764487101e+02
6.967165839996194876e+00 5.887349801575661559e+02
7.199318776659612062e+00 5.961445967564777675e+02
7.418912550418315988e+00 6.028956321732922561e+02
7.629156530621295396e+00 6.089887025928826461e+02
7.826440447165972536e+00 6.147001165242936622e+02
8.011242578498631417e+00 6.204205101953036774e+02
8.174203334428534973e+00 6.245651391619452397e+02
8.318286308057514233e+00 6.293112694459678096e+02
8.473951712612691978e+00 6.333922316533745516e+02
8.604997792258611611e+00 6.364690165080018005e+02
8.727028471169326451e+00 6.397222385348489979e+02
8.834400984146171254e+00 6.425118461047496794e+02
8.938664415338381630e+00 6.448024767831000190e+02
9.031458166368960150e+00 6.472339187276901384e+02
9.116143838071273819e+00 6.491638549789457784e+02
9.193519634761679882e+00 6.509062440350049883e+02
9.265400519891876741e+00 6.526082893371894897e+02
9.315107249506517917e+00 6.534362083445305416e+02
9.375688209680042462e+00 6.546484542047256809e+02
9.434682714210156362e+00 6.554893413177790080e+02
9.484198443934902301e+00 6.568644590823573708e+02
9.530117256336893661e+00 6.580241716579887452e+02
9.560613720169582663e+00 6.591908946352411931e+02
9.596341775156313147e+00 6.600204451744796188e+02
9.628467614868648994e+00 6.607850868365121642e+02
9.649509768270569054e+00 6.610065692272086153e+02
9.671645513695732888e+00 6.617718729729193683e+02
9.697199118885217572e+00 6.620388363849402822e+02
9.716434188349476031e+00 6.623879271402275890e+02
9.742764593752930580e+00 6.635345184405673535e+02
9.765701339688037663e+00 6.639024946439052428e+02
9.795571651350037712e+00 6.646495770751823784e+02
9.813851317754222592e+00 6.649560138522278976e+02
9.829725766981022517e+00 6.650562588893650400e+02
9.844304264688121364e+00 6.657501475869350998e+02
9.857051729731256984e+00 6.664100475385720301e+02
9.878372016137650036e+00 6.665373422004374788e+02
9.887348267219302045e+00 6.661343448832036529e+02
9.884418838919636130e+00 6.663201760062388530e+02
